payment_id,order_id,transaction_date,transaction_type,payment_method,transaction_amount,transaction_status
PAY-0004676,ORD-004676,2025-11-27,payment,debit_card,18090.36,successful
PAY-0004677,ORD-004677,2026-04-24,payment,net_banking,3931.3,failed
PAY-0004678,ORD-004678,2026-03-09,payment,upi,12991.65,failed
PAY-0004679,ORD-004679,2026-06-04,payment,net_banking,12216.08,successful
PAY-0004680,ORD-004680,2025-11-14,payment,credit_card,21665.12,successful
PAY-0004681,ORD-004681,2026-07-10,payment,credit_card,53928.08,successful
PAY-0004682,ORD-004682,2026-07-04,payment,debit_card,29929.54,successful
PAY-0004683,ORD-004683,2025-09-29,payment,wallet,24373.01,failed
PAY-0004684,ORD-004684,2025-02-12,payment,wallet,17915.35,successful
PAY-0004685,ORD-004685,2026-07-19,payment,upi,9185.59,failed
PAY-0004686,ORD-004686,2026-03-21,payment,debit_card,23530.38,successful
PAY-0004687,ORD-004687,2025-11-12,payment,debit_card,15409.69,pending
PAY-0004688,ORD-004688,2026-01-28,payment,debit_card,8674.77,successful
PAY-0004689,ORD-004689,2025-04-06,payment,wallet,19404.11,successful
PAY-0004690,ORD-004690,2026-07-29,payment,wallet,21508.98,successful
PAY-0004691,ORD-004691,2025-10-26,payment,upi,1874.48,successful
PAY-0004692,ORD-004692,2025-10-26,payment,net_banking,7504.46,successful
PAY-0004693,ORD-004693,2026-07-15,payment,credit_card,25789.5,successful
PAY-0004694,ORD-004694,2025-04-18,payment,wallet,14207.0,failed
PAY-0004695,ORD-004695,2026-06-05,payment,upi,9453.85,failed
PAY-0004696,ORD-004696,2025-06-02,payment,credit_card,7455.97,successful
PAY-0004697,ORD-004697,2026-03-04,payment,upi,28733.61,successful
PAY-0004698,ORD-004698,2026-07-18,payment,debit_card,37048.38,successful
PAY-0004699,ORD-004699,2025-10-08,payment,wallet,8374.68,successful
PAY-0004700,ORD-004700,2026-07-18,payment,credit_card,22524.9,successful
PAY-0004701,ORD-004701,2025-08-24,payment,debit_card,7733.25,successful
PAY-0004702,ORD-004702,2025-10-05,payment,net_banking,1906.08,successful
PAY-0004703,ORD-004703,2025-04-04,payment,wallet,44800.03,successful
PAY-0004704,ORD-004704,2026-06-10,payment,wallet,19072.54,successful
PAY-0004705,ORD-004705,2025-12-01,payment,credit_card,3865.73,successful
PAY-0004706,ORD-004706,2026-07-30,payment,wallet,30919.83,successful
PAY-0004707,ORD-004707,2026-05-31,payment,net_banking,4324.51,successful
PAY-0004708,ORD-004708,2025-04-03,payment,wallet,19019.35,successful
PAY-0004709,ORD-004709,2026-03-01,payment,debit_card,11057.8,failed
PAY-0004710,ORD-004710,2026-06-15,payment,credit_card,6070.31,successful
PAY-0004711,ORD-004711,2025-02-25,payment,wallet,8711.6,failed
PAY-0004712,ORD-004712,2026-05-26,payment,net_banking,17042.1,failed
PAY-0004713,ORD-004713,2025-08-20,payment,upi,5044.65,failed
PAY-0004714,ORD-004714,2026-07-30,payment,credit_card,7288.95,successful
PAY-0004715,ORD-004715,2025-01-04,payment,upi,17462.14,successful
PAY-0004716,ORD-004716,2026-02-01,payment,net_banking,33107.14,failed
PAY-0004717,ORD-004717,2025-06-27,payment,net_banking,2574.7,successful
PAY-0004718,ORD-004718,2026-07-31,payment,credit_card,10540.8,successful
PAY-0004719,ORD-004719,2026-05-10,payment,upi,9263.55,successful
PAY-0004720,ORD-004720,2026-06-05,payment,debit_card,13482.44,successful
PAY-0004721,ORD-004721,2025-06-17,payment,wallet,67144.77,successful
PAY-0004722,ORD-004722,2026-06-01,payment,credit_card,6495.23,successful
PAY-0004723,ORD-004723,2026-05-12,payment,wallet,14972.96,successful
PAY-0004724,ORD-004724,2026-07-06,payment,credit_card,2764.91,successful
PAY-0004725,ORD-004725,2026-05-31,payment,wallet,2240.5,pending
PAY-0004726,ORD-004726,2026-07-27,payment,wallet,38887.56,successful
PAY-0004727,ORD-004727,2026-07-08,payment,credit_card,16546.51,successful
PAY-0004728,ORD-004728,2026-01-22,payment,net_banking,13427.36,failed
PAY-0004729,ORD-004729,2026-06-04,payment,upi,22758.37,pending
PAY-0004730,ORD-004730,2025-01-13,payment,debit_card,27001.11,successful
PAY-0004731,ORD-004731,2026-01-29,payment,net_banking,10586.77,successful
PAY-0004732,ORD-004732,2025-06-04,payment,wallet,20296.54,successful
PAY-0004733,ORD-004733,2026-06-02,payment,wallet,25348.9,failed
PAY-0004734,ORD-004734,2026-03-30,payment,upi,11161.36,successful
PAY-0004735,ORD-004735,2026-04-12,payment,debit_card,24444.57,successful
PAY-0004736,ORD-004736,2026-05-18,payment,net_banking,10645.96,failed
PAY-0004737,ORD-004737,2025-12-18,payment,upi,6770.76,successful
PAY-0004738,ORD-004738,2026-07-09,payment,wallet,19304.95,successful
PAY-0004739,ORD-004739,2026-04-18,payment,debit_card,18001.8,successful
PAY-0004740,ORD-004740,2026-07-28,payment,net_banking,25196.09,successful
PAY-0004741,ORD-004741,2025-10-18,payment,debit_card,4765.32,successful
PAY-0004742,ORD-004742,2025-03-07,payment,wallet,3908.8,successful
PAY-0004743,ORD-004743,2026-05-21,payment,upi,26430.44,successful
PAY-0004744,ORD-004744,2025-11-11,payment,wallet,20888.15,successful
PAY-0004745,ORD-004745,2026-05-01,payment,debit_card,5496.05,failed
PAY-0004746,ORD-004746,2026-04-22,payment,wallet,19884.2,successful
PAY-0004747,ORD-004747,2026-06-28,payment,wallet,4427.96,successful
PAY-0004748,ORD-004748,2026-01-19,payment,debit_card,2795.05,successful
PAY-0004749,ORD-004749,2025-07-21,payment,debit_card,3126.37,failed
PAY-0004750,ORD-004750,2026-06-04,payment,upi,25024.01,successful
PAY-0004751,ORD-004751,2026-07-02,payment,credit_card,11927.86,successful
PAY-0004752,ORD-004752,2025-10-11,payment,credit_card,4163.46,successful
PAY-0004753,ORD-004753,2025-07-10,payment,credit_card,32679.71,successful
PAY-0004754,ORD-004754,2026-07-31,payment,wallet,8462.58,successful
PAY-0004755,ORD-004755,2026-07-05,payment,net_banking,6962.02,successful
PAY-0004756,ORD-004756,2026-05-25,payment,net_banking,12334.99,successful
PAY-0004757,ORD-004757,2025-01-22,payment,net_banking,2980.03,successful
PAY-0004758,ORD-004758,2025-08-21,payment,debit_card,13311.19,successful
PAY-0004759,ORD-004759,2025-10-03,payment,upi,30332.31,successful
PAY-0004760,ORD-004760,2025-11-06,payment,credit_card,24664.82,successful
PAY-0004761,ORD-004761,2026-05-16,payment,net_banking,8762.09,failed
PAY-0004762,ORD-004762,2026-06-15,payment,debit_card,7607.25,successful
PAY-0004763,ORD-004763,2025-07-07,payment,debit_card,17422.35,successful
PAY-0004764,ORD-004764,2025-03-04,payment,credit_card,3982.58,successful
PAY-0004765,ORD-004765,2025-06-30,payment,debit_card,11877.01,successful
PAY-0004766,ORD-004766,2026-02-26,payment,net_banking,3382.47,failed
PAY-0004767,ORD-004767,2026-06-21,payment,upi,3349.1,successful
PAY-0004768,ORD-004768,2026-05-23,payment,debit_card,33083.97,successful
PAY-0004769,ORD-004769,2026-04-25,payment,debit_card,12644.95,successful
PAY-0004770,ORD-004770,2026-06-16,payment,upi,10424.72,pending
PAY-0004771,ORD-004771,2026-07-05,payment,net_banking,1544.18,successful
PAY-0004772,ORD-004772,2026-06-22,payment,wallet,7702.98,pending
PAY-0004773,ORD-004773,2025-12-01,payment,upi,28088.96,successful
PAY-0004774,ORD-004774,2025-01-03,payment,net_banking,8446.3,successful
PAY-0004775,ORD-004775,2025-10-26,payment,credit_card,15743.35,successful
PAY-0004776,ORD-004776,2025-07-20,payment,net_banking,6676.35,successful
PAY-0004777,ORD-004777,2025-05-05,payment,debit_card,13627.73,successful
PAY-0004778,ORD-004778,2026-07-17,payment,credit_card,4962.96,successful
PAY-0004779,ORD-004779,2026-06-19,payment,upi,9825.33,successful
PAY-0004780,ORD-004780,2025-04-21,payment,debit_card,11063.92,successful
PAY-0004781,ORD-004781,2025-03-13,payment,wallet,10219.53,successful
PAY-0004782,ORD-004782,2026-01-14,payment,net_banking,30655.85,successful
PAY-0004783,ORD-004783,2025-09-29,payment,wallet,4418.5,successful
PAY-0004784,ORD-004784,2025-06-02,payment,wallet,28495.17,successful
PAY-0004785,ORD-004785,2026-01-10,payment,upi,43689.95,failed
PAY-0004786,ORD-004786,2025-01-23,payment,debit_card,24928.59,failed
PAY-0004787,ORD-004787,2026-05-08,payment,wallet,37447.31,failed
PAY-0004788,ORD-004788,2026-07-09,payment,debit_card,2365.6,successful
PAY-0004789,ORD-004789,2025-11-16,payment,debit_card,23751.11,successful
PAY-0004790,ORD-004790,2025-09-01,payment,debit_card,11012.5,failed
PAY-0004791,ORD-004791,2025-10-09,payment,wallet,5272.98,successful
PAY-0004792,ORD-004792,2025-06-27,payment,wallet,9498.17,successful
PAY-0004793,ORD-004793,2026-06-19,payment,debit_card,31557.99,successful
PAY-0004794,ORD-004794,2025-02-21,payment,wallet,23702.31,successful
PAY-0004795,ORD-004795,2026-07-03,payment,wallet,2426.25,pending
PAY-0004796,ORD-004796,2025-06-25,payment,wallet,2719.75,successful
PAY-0004797,ORD-004797,2026-01-11,payment,net_banking,5700.7,successful
PAY-0004798,ORD-004798,2026-04-22,payment,upi,10377.17,failed
PAY-0004799,ORD-004799,2026-07-09,payment,wallet,529.26,successful
PAY-0004800,ORD-004800,2026-07-27,payment,debit_card,9849.91,successful
PAY-0004801,ORD-004801,2025-09-01,payment,wallet,61291.76,successful
PAY-0004802,ORD-004802,2026-05-20,payment,credit_card,6945.14,successful
PAY-0004803,ORD-004803,2025-12-15,payment,credit_card,11428.74,successful
PAY-0004804,ORD-004804,2025-07-03,payment,net_banking,31764.97,failed
PAY-0004805,ORD-004805,2026-06-21,payment,wallet,9064.47,successful
PAY-0004806,ORD-004806,2025-06-26,payment,net_banking,26675.06,successful
PAY-0004807,ORD-004807,2026-02-08,payment,upi,12318.72,successful
PAY-0004808,ORD-004808,2025-12-10,payment,upi,12599.51,successful
PAY-0004809,ORD-004809,2026-02-01,payment,credit_card,45785.27,successful
PAY-0004810,ORD-004810,2025-06-06,payment,credit_card,5368.17,successful
PAY-0004811,ORD-004811,2025-11-25,payment,credit_card,7712.03,successful
PAY-0004812,ORD-004812,2026-04-01,payment,credit_card,1881.4,failed
PAY-0004813,ORD-004813,2026-06-16,payment,debit_card,37996.24,successful
PAY-0004814,ORD-004814,2025-11-26,payment,debit_card,15725.74,failed
PAY-0004815,ORD-004815,2025-05-19,payment,upi,21480.28,successful
PAY-0004816,ORD-004816,2026-06-06,payment,net_banking,29022.25,successful
PAY-0004817,ORD-004817,2025-11-27,payment,net_banking,41280.61,successful
PAY-0004818,ORD-004818,2025-03-22,payment,upi,10325.79,successful
PAY-0004819,ORD-004819,2025-07-26,payment,credit_card,5367.21,failed
PAY-0004820,ORD-004820,2025-07-09,payment,debit_card,13338.98,successful
PAY-0004821,ORD-004821,2025-03-26,payment,credit_card,2471.63,pending
PAY-0004822,ORD-004822,2025-10-06,payment,net_banking,9995.07,successful
PAY-0004823,ORD-004823,2026-06-30,payment,wallet,5932.83,successful
PAY-0004824,ORD-004824,2026-01-26,payment,credit_card,2004.51,successful
PAY-0004825,ORD-004825,2026-02-18,payment,wallet,19880.19,successful
PAY-0004826,ORD-004826,2025-02-08,payment,wallet,59238.84,successful
PAY-0004827,ORD-004827,2026-04-30,payment,wallet,9794.47,successful
PAY-0004828,ORD-004828,2025-12-23,payment,wallet,22728.11,successful
PAY-0004829,ORD-004829,2026-03-08,payment,wallet,33799.45,successful
PAY-0004830,ORD-004830,2025-10-10,payment,net_banking,40507.17,successful
PAY-0004831,ORD-004831,2025-05-21,payment,wallet,20528.14,successful
PAY-0004832,ORD-004832,2025-07-26,payment,net_banking,56085.88,successful
PAY-0004833,ORD-004833,2025-03-27,payment,upi,4987.45,successful
PAY-0004834,ORD-004834,2026-04-24,payment,debit_card,30676.63,successful
PAY-0004835,ORD-004835,2025-11-26,payment,credit_card,1461.99,successful
PAY-0004836,ORD-004836,2026-03-27,payment,debit_card,17552.5,successful
PAY-0004837,ORD-004837,2026-04-24,payment,net_banking,13105.6,successful
PAY-0004838,ORD-004838,2025-08-30,payment,wallet,6305.73,successful
PAY-0004839,ORD-004839,2026-02-11,payment,wallet,15408.56,failed
PAY-0004840,ORD-004840,2025-09-18,payment,upi,20138.07,successful
PAY-0004841,ORD-004841,2025-06-14,payment,net_banking,37291.42,pending
PAY-0004842,ORD-004842,2026-07-24,payment,upi,39749.7,successful
PAY-0004843,ORD-004843,2026-03-20,payment,net_banking,24367.24,pending
PAY-0004844,ORD-004844,2026-03-07,payment,wallet,11770.98,successful
PAY-0004845,ORD-004845,2026-06-01,payment,net_banking,30109.34,successful
PAY-0004846,ORD-004846,2026-04-07,payment,debit_card,60539.1,successful
PAY-0004847,ORD-004847,2026-05-28,payment,debit_card,9287.83,successful
PAY-0004848,ORD-004848,2025-05-09,payment,credit_card,2101.66,successful
PAY-0004849,ORD-004849,2025-09-28,payment,net_banking,5823.84,successful
PAY-0004850,ORD-004850,2025-10-21,payment,net_banking,46529.59,successful
PAY-0004851,ORD-004851,2025-12-20,payment,wallet,17113.17,successful
PAY-0004852,ORD-004852,2026-04-06,payment,net_banking,3263.08,successful
PAY-0004853,ORD-004853,2026-04-27,payment,net_banking,908.58,successful
PAY-0004854,ORD-004854,2025-12-10,payment,upi,4599.51,successful
PAY-0004855,ORD-004855,2026-05-23,payment,net_banking,25786.78,successful
PAY-0004856,ORD-004856,2026-03-02,payment,wallet,2111.73,successful
PAY-0004857,ORD-004857,2026-06-30,payment,debit_card,1198.57,failed
PAY-0004858,ORD-004858,2026-02-21,payment,net_banking,46442.1,successful
PAY-0004859,ORD-004859,2026-06-15,payment,upi,14889.39,successful
PAY-0004860,ORD-004860,2025-01-20,payment,debit_card,724.18,successful
PAY-0004861,ORD-004861,2026-06-14,payment,credit_card,33396.55,pending
PAY-0004862,ORD-004862,2026-07-24,payment,debit_card,18044.58,successful
PAY-0004863,ORD-004863,2026-07-19,payment,credit_card,10236.65,failed
PAY-0004864,ORD-004864,2026-07-21,payment,credit_card,23213.72,successful
PAY-0004865,ORD-004865,2026-03-15,payment,net_banking,21357.04,successful
PAY-0004866,ORD-004866,2026-07-31,payment,upi,29024.61,successful
PAY-0004867,ORD-004867,2026-06-21,payment,net_banking,48730.32,successful
PAY-0004868,ORD-004868,2026-05-09,payment,debit_card,11415.92,failed
PAY-0004869,ORD-004869,2026-04-21,payment,credit_card,13205.43,successful
PAY-0004870,ORD-004870,2026-02-19,payment,credit_card,24697.86,successful
PAY-0004871,ORD-004871,2026-07-30,payment,credit_card,387.29,successful
PAY-0004872,ORD-004872,2026-03-14,payment,net_banking,46554.73,failed
PAY-0004873,ORD-004873,2025-12-17,payment,credit_card,7143.67,successful
PAY-0004874,ORD-004874,2025-10-02,payment,debit_card,14357.15,successful
PAY-0004875,ORD-004875,2026-07-12,payment,debit_card,7132.53,failed
PAY-0004876,ORD-004876,2026-03-23,payment,wallet,9718.42,successful
PAY-0004877,ORD-004877,2026-05-19,payment,net_banking,18630.83,successful
PAY-0004878,ORD-004878,2025-10-15,payment,debit_card,33541.26,successful
PAY-0004879,ORD-004879,2026-07-29,payment,upi,9715.35,successful
PAY-0004880,ORD-004880,2026-07-05,payment,wallet,870.82,successful
PAY-0004881,ORD-004881,2026-04-26,payment,wallet,12552.51,successful
PAY-0004882,ORD-004882,2026-07-11,payment,wallet,24341.16,successful
PAY-0004883,ORD-004883,2025-06-30,payment,debit_card,17790.09,successful
PAY-0004884,ORD-004884,2026-07-20,payment,wallet,3870.75,successful
PAY-0004885,ORD-004885,2026-07-11,payment,credit_card,12655.62,failed
PAY-0004886,ORD-004886,2025-03-14,payment,debit_card,12509.14,successful
PAY-0004887,ORD-004887,2026-04-19,payment,upi,4067.28,successful
PAY-0004888,ORD-004888,2025-09-22,payment,wallet,15822.22,successful
PAY-0004889,ORD-004889,2025-12-01,payment,upi,14186.61,successful
PAY-0004890,ORD-004890,2025-10-23,payment,debit_card,8312.37,successful
PAY-0004891,ORD-004891,2026-06-08,payment,upi,18002.41,successful
PAY-0004892,ORD-004892,2026-06-18,payment,credit_card,20184.9,successful
PAY-0004893,ORD-004893,2025-07-18,payment,debit_card,8160.88,failed
PAY-0004894,ORD-004894,2025-12-14,payment,upi,19095.41,successful
PAY-0004895,ORD-004895,2026-04-01,payment,debit_card,17413.3,successful
PAY-0004896,ORD-004896,2026-05-29,payment,upi,9918.44,pending
PAY-0004897,ORD-004897,2025-10-04,payment,credit_card,13431.79,failed
PAY-0004898,ORD-004898,2026-07-20,payment,wallet,6349.29,successful
PAY-0004899,ORD-004899,2026-06-17,payment,net_banking,44916.83,successful
PAY-0004900,ORD-004900,2026-04-05,payment,wallet,13081.11,successful
PAY-0004901,ORD-004901,2026-07-03,payment,upi,1744.51,failed
PAY-0004902,ORD-004902,2026-02-02,payment,credit_card,14111.02,successful
PAY-0004903,ORD-004903,2026-04-10,payment,net_banking,7675.97,successful
PAY-0004904,ORD-004904,2025-11-19,payment,debit_card,48542.05,successful
PAY-0004905,ORD-004905,2026-06-15,payment,net_banking,8548.9,successful
PAY-0004906,ORD-004906,2025-03-19,payment,credit_card,38915.66,successful
PAY-0004907,ORD-004907,2026-06-11,payment,wallet,21487.52,successful
PAY-0004908,ORD-004908,2026-01-13,payment,net_banking,23098.32,successful
PAY-0004909,ORD-004909,2026-04-18,payment,upi,36719.3,successful
PAY-0004910,ORD-004910,2026-06-12,payment,net_banking,14455.68,successful
PAY-0004911,ORD-004911,2025-07-06,payment,credit_card,2638.09,successful
PAY-0004912,ORD-004912,2026-05-22,payment,credit_card,2266.33,successful
PAY-0004913,ORD-004913,2026-07-02,payment,upi,7765.06,successful
PAY-0004914,ORD-004914,2026-04-25,payment,wallet,2567.04,successful
PAY-0004915,ORD-004915,2026-04-21,payment,upi,17878.06,successful
PAY-0004916,ORD-004916,2026-04-18,payment,wallet,39609.3,successful
PAY-0004917,ORD-004917,2025-11-05,payment,upi,46326.09,successful
PAY-0004918,ORD-004918,2026-07-23,payment,net_banking,3978.49,successful
PAY-0004919,ORD-004919,2025-07-26,payment,wallet,57483.15,successful
PAY-0004920,ORD-004920,2026-06-06,payment,upi,14030.06,successful
PAY-0004921,ORD-004921,2026-06-15,payment,net_banking,10146.69,pending
PAY-0004922,ORD-004922,2026-02-17,payment,credit_card,7457.88,successful
PAY-0004923,ORD-004923,2026-01-24,payment,net_banking,38147.32,successful
PAY-0004924,ORD-004924,2025-04-20,payment,wallet,8500.05,failed
PAY-0004925,ORD-004925,2026-07-23,payment,upi,17270.77,successful
PAY-0004926,ORD-004926,2026-05-16,payment,wallet,25102.32,successful
PAY-0004927,ORD-004927,2026-03-24,payment,net_banking,10489.47,successful
PAY-0004928,ORD-004928,2025-05-10,payment,debit_card,11490.04,successful
PAY-0004929,ORD-004929,2025-02-01,payment,upi,23474.72,successful
PAY-0004930,ORD-004930,2025-04-23,payment,wallet,8893.0,successful
PAY-0004931,ORD-004931,2026-06-07,payment,debit_card,47057.73,successful
PAY-0004932,ORD-004932,2026-02-27,payment,wallet,14003.44,successful
PAY-0004933,ORD-004933,2025-07-24,payment,net_banking,10125.06,successful
PAY-0004934,ORD-004934,2026-06-03,payment,debit_card,5729.42,successful
PAY-0004935,ORD-004935,2026-05-24,payment,wallet,6511.85,successful
PAY-0004936,ORD-004936,2025-08-13,payment,upi,37650.67,successful
PAY-0004937,ORD-004937,2025-01-25,payment,upi,23285.42,failed
PAY-0004938,ORD-004938,2026-05-09,payment,credit_card,18510.28,successful
PAY-0004939,ORD-004939,2025-03-15,payment,debit_card,15491.72,successful
PAY-0004940,ORD-004940,2025-04-29,payment,wallet,8199.3,successful
PAY-0004941,ORD-004941,2026-01-09,payment,credit_card,40669.12,successful
PAY-0004942,ORD-004942,2026-01-03,payment,credit_card,2640.52,successful
PAY-0004943,ORD-004943,2026-05-05,payment,debit_card,20295.33,successful
PAY-0004944,ORD-004944,2026-07-14,payment,net_banking,768.39,successful
PAY-0004945,ORD-004945,2025-08-20,payment,credit_card,36083.8,successful
PAY-0004946,ORD-004946,2026-01-13,payment,wallet,23927.44,successful
PAY-0004947,ORD-004947,2026-07-08,payment,debit_card,17177.6,failed
PAY-0004948,ORD-004948,2025-12-16,payment,debit_card,1230.23,pending
PAY-0004949,ORD-004949,2026-07-15,payment,debit_card,19282.37,successful
PAY-0004950,ORD-004950,2025-11-20,payment,upi,34903.2,successful
PAY-0004951,ORD-004951,2026-01-12,payment,upi,704.05,failed
PAY-0004952,ORD-004952,2026-01-28,payment,upi,4885.91,successful
PAY-0004953,ORD-004953,2026-04-09,payment,wallet,7267.37,successful
PAY-0004954,ORD-004954,2025-03-22,payment,wallet,8500.59,successful
PAY-0004955,ORD-004955,2025-07-04,payment,wallet,2680.41,successful
PAY-0004956,ORD-004956,2026-07-12,payment,upi,16413.23,successful
PAY-0004957,ORD-004957,2026-07-11,payment,upi,957.42,successful
PAY-0004958,ORD-004958,2026-01-28,payment,debit_card,13966.86,successful
PAY-0004959,ORD-004959,2025-03-05,payment,net_banking,5811.92,successful
PAY-0004960,ORD-004960,2026-06-25,payment,wallet,17634.88,successful
PAY-0004961,ORD-004961,2025-12-01,payment,debit_card,25862.24,successful
PAY-0004962,ORD-004962,2025-08-28,payment,upi,14915.66,successful
PAY-0004963,ORD-004963,2025-04-29,payment,credit_card,3155.92,successful
PAY-0004964,ORD-004964,2025-06-16,payment,debit_card,12009.04,successful
PAY-0004965,ORD-004965,2026-06-24,payment,debit_card,34368.79,successful
PAY-0004966,ORD-004966,2025-02-14,payment,upi,14802.93,successful
PAY-0004967,ORD-004967,2026-06-02,payment,credit_card,1188.21,successful
PAY-0004968,ORD-004968,2026-07-22,payment,wallet,8980.54,successful
PAY-0004969,ORD-004969,2025-03-14,payment,wallet,18945.44,successful
PAY-0004970,ORD-004970,2025-06-12,payment,upi,5522.02,successful
PAY-0004971,ORD-004971,2025-02-28,payment,upi,7328.93,successful
PAY-0004972,ORD-004972,2025-12-02,payment,credit_card,17771.28,successful
PAY-0004973,ORD-004973,2026-04-22,payment,upi,41062.5,successful
PAY-0004974,ORD-004974,2026-06-22,payment,net_banking,15616.88,successful
PAY-0004975,ORD-004975,2026-01-05,payment,credit_card,18708.3,successful
PAY-0004976,ORD-004976,2025-12-25,payment,credit_card,5024.94,failed
PAY-0004977,ORD-004977,2025-12-17,payment,debit_card,27177.97,successful
PAY-0004978,ORD-004978,2025-07-25,payment,wallet,10868.08,successful
PAY-0004979,ORD-004979,2025-07-23,payment,debit_card,7670.05,successful
PAY-0004980,ORD-004980,2025-05-18,payment,net_banking,18650.32,successful
PAY-0004981,ORD-004981,2026-06-02,payment,upi,18797.72,successful
PAY-0004982,ORD-004982,2025-08-05,payment,debit_card,24933.62,successful
PAY-0004983,ORD-004983,2026-07-21,payment,upi,18216.84,successful
PAY-0004984,ORD-004984,2026-03-24,payment,debit_card,5827.8,pending
PAY-0004985,ORD-004985,2025-08-28,payment,upi,51990.8,failed
PAY-0004986,ORD-004986,2025-09-13,payment,debit_card,25780.24,successful
PAY-0004987,ORD-004987,2026-07-23,payment,debit_card,14230.81,successful
PAY-0004988,ORD-004988,2026-06-21,payment,debit_card,6677.3,successful
PAY-0004989,ORD-004989,2025-08-27,payment,debit_card,9865.25,successful
PAY-0004990,ORD-004990,2026-05-20,payment,net_banking,40935.5,successful
PAY-0004991,ORD-004991,2025-12-17,payment,debit_card,33674.55,successful
PAY-0004992,ORD-004992,2026-07-18,payment,wallet,22402.64,successful
PAY-0004993,ORD-004993,2026-06-12,payment,upi,7694.11,successful
PAY-0004994,ORD-004994,2025-02-13,payment,upi,16283.08,successful
PAY-0004995,ORD-004995,2026-07-08,payment,net_banking,22284.41,successful
PAY-0004996,ORD-004996,2026-06-06,payment,upi,12861.94,pending
PAY-0004997,ORD-004997,2025-09-17,payment,net_banking,13898.28,successful
PAY-0004998,ORD-004998,2026-06-25,payment,upi,22999.11,successful
PAY-0004999,ORD-004999,2025-07-22,payment,net_banking,27270.57,successful
PAY-0005000,ORD-005000,2026-05-03,payment,debit_card,7916.24,successful
PAY-0005001,ORD-005001,2025-04-01,payment,net_banking,1683.32,successful
PAY-0005002,ORD-005002,2026-05-22,payment,net_banking,33261.62,successful
PAY-0005003,ORD-005003,2026-06-24,payment,upi,14880.25,successful
PAY-0005004,ORD-005004,2026-04-09,payment,debit_card,7016.92,successful
PAY-0005005,ORD-005005,2026-07-22,payment,upi,27046.38,successful
PAY-0005006,ORD-005006,2026-03-01,payment,wallet,18178.02,successful
PAY-0005007,ORD-005007,2025-08-29,payment,debit_card,27497.85,successful
PAY-0005008,ORD-005008,2026-07-03,payment,upi,18427.4,successful
PAY-0005009,ORD-005009,2026-07-31,payment,wallet,1143.62,successful
PAY-0005010,ORD-005010,2026-05-04,payment,wallet,374.08,successful
PAY-0005011,ORD-005011,2025-04-12,payment,wallet,47114.57,successful
PAY-0005012,ORD-005012,2026-07-01,payment,credit_card,10709.6,successful
PAY-0005013,ORD-005013,2026-04-05,payment,upi,12169.81,successful
PAY-0005014,ORD-005014,2025-10-17,payment,upi,14085.27,successful
PAY-0005015,ORD-005015,2026-07-08,payment,net_banking,37692.19,successful
PAY-0005016,ORD-005016,2026-03-27,payment,credit_card,25337.76,successful
PAY-0005017,ORD-005017,2026-03-31,payment,credit_card,2211.89,successful
PAY-0005018,ORD-005018,2025-07-25,payment,net_banking,25122.94,successful
PAY-0005019,ORD-005019,2026-07-18,payment,wallet,6902.67,successful
PAY-0005020,ORD-005020,2025-12-04,payment,debit_card,19598.71,failed
PAY-0005021,ORD-005021,2025-11-17,payment,debit_card,27757.73,successful
PAY-0005022,ORD-005022,2026-07-21,payment,wallet,11095.48,successful
PAY-0005023,ORD-005023,2025-04-24,payment,net_banking,18110.59,successful
PAY-0005024,ORD-005024,2026-03-17,payment,upi,28246.31,successful
PAY-0005025,ORD-005025,2026-02-09,payment,wallet,34177.22,pending
PAY-0005026,ORD-005026,2026-07-31,payment,debit_card,4541.61,successful
PAY-0005027,ORD-005027,2026-07-30,payment,wallet,14627.83,successful
PAY-0005028,ORD-005028,2026-07-02,payment,debit_card,18522.34,successful
PAY-0005029,ORD-005029,2025-08-05,payment,debit_card,20590.96,successful
PAY-0005030,ORD-005030,2026-02-06,payment,wallet,10194.29,failed
PAY-0005031,ORD-005031,2025-04-05,payment,upi,10778.7,successful
PAY-0005032,ORD-005032,2025-10-08,payment,net_banking,3575.74,failed
PAY-0005033,ORD-005033,2025-07-04,payment,wallet,3015.96,successful
PAY-0005034,ORD-005034,2025-12-19,payment,upi,37698.27,failed
PAY-0005035,ORD-005035,2025-11-26,payment,wallet,10624.7,successful
PAY-0005036,ORD-005036,2026-06-01,payment,net_banking,15184.78,successful
PAY-0005037,ORD-005037,2025-11-25,payment,wallet,39998.91,successful
PAY-0005038,ORD-005038,2026-02-25,payment,net_banking,11687.24,successful
PAY-0005039,ORD-005039,2025-05-13,payment,debit_card,7302.94,successful
PAY-0005040,ORD-005040,2026-01-22,payment,debit_card,31639.28,successful
PAY-0005041,ORD-005041,2026-05-18,payment,wallet,27048.9,successful
PAY-0005042,ORD-005042,2026-07-30,payment,credit_card,2861.84,successful
PAY-0005043,ORD-005043,2025-09-09,payment,net_banking,12644.31,successful
PAY-0005044,ORD-005044,2026-04-01,payment,debit_card,8885.78,successful
PAY-0005045,ORD-005045,2025-12-26,payment,net_banking,4704.91,successful
PAY-0005046,ORD-005046,2026-05-15,payment,debit_card,27505.3,failed
PAY-0005047,ORD-005047,2026-02-06,payment,debit_card,6333.34,successful
PAY-0005048,ORD-005048,2025-02-24,payment,debit_card,13746.86,successful
