session_id,customer_id,session_start,traffic_source,device_type,started_checkout,completed_purchase,order_id
SES-0007403,CUST-01877,2026-05-01 04:02:00,paid_search,mobile,True,True,ORD-005978
SES-0007404,,2025-04-11 20:52:00,email,desktop,False,False,
SES-0007405,CUST-00591,2025-05-13 01:40:00,paid_search,mobile,False,False,
SES-0007406,CUST-01608,2026-05-07 15:40:00,direct,mobile,True,True,ORD-003603
SES-0007407,CUST-00655,2025-02-02 11:11:00,social,mobile,False,False,
SES-0007408,,2025-12-24 14:02:00,paid_search,desktop,False,False,
SES-0007409,,2026-07-01 05:21:00,direct,desktop,False,False,
SES-0007410,,2026-04-03 09:21:00,social,desktop,False,False,
SES-0007411,CUST-00003,2025-02-24 05:10:00,paid_search,mobile,True,False,
SES-0007412,,2026-04-10 19:28:00,paid_search,mobile,True,False,
SES-0007413,CUST-01931,2025-06-29 15:22:00,paid_search,mobile,False,False,
SES-0007414,CUST-00785,2025-12-23 01:01:00,direct,desktop,True,False,
SES-0007415,CUST-01043,2025-08-06 09:55:00,direct,mobile,False,False,
SES-0007416,CUST-00188,2026-01-26 12:27:00,social,mobile,False,False,
SES-0007417,CUST-01053,2026-02-22 07:39:00,social,mobile,False,False,
SES-0007418,,2026-03-03 06:43:00,affiliate,mobile,False,False,
SES-0007419,,2025-04-04 01:24:00,social,tablet,False,False,
SES-0007420,CUST-01786,2026-02-03 01:00:00,social,mobile,True,True,ORD-004135
SES-0007421,CUST-00545,2026-03-15 07:49:00,paid_search,desktop,False,False,
SES-0007422,CUST-01042,2025-09-22 16:16:00,organic_search,mobile,False,False,
SES-0007423,CUST-01470,2025-06-23 06:20:00,paid_search,desktop,True,False,
SES-0007424,CUST-00894,2025-10-26 22:40:00,direct,tablet,False,False,
SES-0007425,CUST-00907,2026-01-13 13:00:00,social,desktop,False,False,
SES-0007426,,2026-07-28 01:08:00,direct,desktop,False,False,
SES-0007427,,2026-03-26 14:00:00,direct,mobile,True,False,
SES-0007428,,2026-07-30 15:12:00,paid_search,mobile,False,False,
SES-0007429,CUST-00947,2025-05-18 11:36:00,paid_search,mobile,False,False,
SES-0007430,CUST-01318,2025-12-15 22:22:00,paid_search,mobile,False,False,
SES-0007431,,2025-08-10 12:43:00,social,desktop,False,False,
SES-0007432,,2025-04-08 03:14:00,social,mobile,False,False,
SES-0007433,CUST-00363,2025-06-18 12:16:00,organic_search,tablet,False,False,
SES-0007434,,2025-03-06 17:10:00,direct,desktop,False,False,
SES-0007435,,2026-06-25 22:11:00,direct,mobile,False,False,
SES-0007436,CUST-01297,2025-07-22 17:21:00,paid_search,tablet,True,False,
SES-0007437,,2025-03-27 04:38:00,direct,tablet,False,False,
SES-0007438,CUST-01161,2026-04-02 23:50:00,social,desktop,False,False,
SES-0007439,CUST-00271,2025-12-08 03:29:00,organic_search,desktop,True,True,ORD-007294
SES-0007440,,2025-07-01 07:38:00,social,desktop,False,False,
SES-0007441,,2025-04-16 17:41:00,social,mobile,False,False,
SES-0007442,,2025-06-03 18:20:00,direct,mobile,True,False,
SES-0007443,CUST-01543,2025-09-05 23:10:00,affiliate,desktop,False,False,
SES-0007444,CUST-00774,2026-01-18 03:25:00,paid_search,mobile,False,False,
SES-0007445,,2026-07-11 19:52:00,direct,mobile,False,False,
SES-0007446,,2025-08-18 09:11:00,paid_search,mobile,False,False,
SES-0007447,CUST-00902,2025-04-16 06:25:00,organic_search,mobile,False,False,
SES-0007448,CUST-00008,2025-11-16 10:40:00,email,desktop,False,False,
SES-0007449,CUST-00664,2026-01-15 08:58:00,paid_search,desktop,False,False,
SES-0007450,CUST-00425,2026-03-19 18:50:00,email,desktop,True,False,
SES-0007451,CUST-01499,2026-03-31 17:58:00,paid_search,desktop,False,False,
SES-0007452,CUST-01934,2026-03-28 06:59:00,paid_search,desktop,True,True,ORD-003523
SES-0007453,CUST-00699,2025-05-14 01:59:00,social,mobile,False,False,
SES-0007454,CUST-01410,2025-11-10 01:05:00,direct,mobile,False,False,
SES-0007455,CUST-00816,2025-07-09 14:10:00,organic_search,desktop,False,False,
SES-0007456,CUST-00330,2026-06-05 03:50:00,organic_search,mobile,False,False,
SES-0007457,,2026-01-27 08:26:00,paid_search,mobile,False,False,
SES-0007458,CUST-01682,2026-05-08 16:52:00,paid_search,mobile,False,False,
SES-0007459,,2026-02-02 10:07:00,affiliate,mobile,False,False,
SES-0007460,CUST-00346,2025-03-01 14:36:00,email,desktop,False,False,
SES-0007461,,2025-07-20 06:25:00,paid_search,mobile,False,False,
SES-0007462,CUST-01135,2026-01-26 12:26:00,organic_search,desktop,False,False,
SES-0007463,,2025-02-06 04:18:00,direct,desktop,True,False,
SES-0007464,CUST-00259,2026-01-27 18:05:00,organic_search,mobile,False,False,
SES-0007465,CUST-00954,2025-05-23 22:23:00,organic_search,desktop,True,False,
SES-0007466,CUST-00705,2025-05-22 13:10:00,organic_search,mobile,True,True,ORD-004269
SES-0007467,,2026-03-30 23:56:00,affiliate,mobile,False,False,
SES-0007468,,2025-06-13 20:53:00,organic_search,mobile,True,False,
SES-0007469,CUST-01563,2026-04-11 21:52:00,direct,mobile,True,False,
SES-0007470,CUST-01688,2025-11-30 00:27:00,paid_search,desktop,True,True,ORD-004749
SES-0007471,,2025-07-02 01:10:00,social,desktop,False,False,
SES-0007472,CUST-00675,2026-07-04 15:34:00,organic_search,desktop,False,False,
SES-0007473,CUST-01401,2026-05-09 11:17:00,direct,mobile,False,False,
SES-0007474,CUST-00599,2025-05-02 17:16:00,organic_search,mobile,False,False,
SES-0007475,CUST-00155,2025-04-05 09:59:00,organic_search,tablet,True,True,ORD-004850
SES-0007476,CUST-01514,2026-05-15 21:29:00,organic_search,desktop,False,False,
SES-0007477,CUST-00059,2026-07-10 04:05:00,social,mobile,False,False,
SES-0007478,CUST-00552,2025-06-08 16:58:00,direct,mobile,True,False,
SES-0007479,CUST-01466,2025-03-16 03:08:00,affiliate,mobile,True,True,ORD-001244
SES-0007480,,2026-01-04 16:20:00,organic_search,mobile,False,False,
SES-0007481,,2026-05-17 15:28:00,organic_search,mobile,False,False,
SES-0007482,CUST-00325,2025-07-10 19:12:00,affiliate,mobile,True,False,
SES-0007483,CUST-01745,2025-06-04 22:53:00,paid_search,mobile,False,False,
SES-0007484,CUST-00564,2026-04-05 01:05:00,organic_search,desktop,False,False,
SES-0007485,CUST-01286,2025-03-03 00:05:00,paid_search,desktop,True,False,
SES-0007486,CUST-01792,2026-03-07 23:48:00,direct,mobile,True,True,ORD-003710
SES-0007487,CUST-00617,2025-01-02 16:24:00,organic_search,tablet,False,False,
SES-0007488,,2026-05-06 20:24:00,paid_search,mobile,False,False,
SES-0007489,CUST-01973,2026-07-26 12:12:00,organic_search,mobile,True,True,ORD-001082
SES-0007490,CUST-00561,2026-06-22 12:03:00,direct,mobile,False,False,
SES-0007491,,2026-04-12 04:02:00,email,mobile,False,False,
SES-0007492,CUST-00795,2025-03-08 18:02:00,social,tablet,False,False,
SES-0007493,CUST-00038,2026-04-09 06:27:00,direct,mobile,False,False,
SES-0007494,CUST-01822,2025-06-20 16:16:00,social,desktop,True,False,
SES-0007495,,2026-07-26 21:47:00,social,mobile,False,False,
SES-0007496,CUST-01075,2025-02-25 20:47:00,affiliate,mobile,False,False,
SES-0007497,CUST-01895,2025-07-06 10:37:00,social,mobile,False,False,
SES-0007498,CUST-01995,2026-04-03 07:15:00,email,mobile,False,False,
SES-0007499,CUST-00103,2025-10-12 09:44:00,direct,mobile,False,False,
SES-0007500,CUST-00196,2025-07-04 19:13:00,direct,mobile,False,False,
SES-0007501,CUST-00024,2025-02-20 08:50:00,direct,mobile,True,True,ORD-005780
SES-0007502,CUST-00600,2026-03-21 07:23:00,paid_search,mobile,False,False,
SES-0007503,CUST-01576,2025-05-24 15:14:00,email,desktop,True,False,
SES-0007504,CUST-00702,2026-07-04 06:41:00,organic_search,desktop,True,True,ORD-006620
SES-0007505,CUST-01788,2025-06-09 20:52:00,direct,desktop,False,False,
SES-0007506,CUST-01856,2025-12-12 08:31:00,social,mobile,False,False,
SES-0007507,,2025-11-10 08:10:00,organic_search,desktop,False,False,
SES-0007508,CUST-01551,2025-09-26 02:35:00,direct,mobile,True,True,ORD-000456
SES-0007509,CUST-01526,2025-05-07 17:54:00,email,mobile,False,False,
SES-0007510,CUST-00947,2025-03-31 08:44:00,email,desktop,False,False,
SES-0007511,CUST-00666,2026-03-21 05:40:00,organic_search,desktop,False,False,
SES-0007512,CUST-00056,2025-11-06 14:35:00,organic_search,mobile,False,False,
SES-0007513,CUST-00426,2025-05-14 02:19:00,paid_search,mobile,False,False,
SES-0007514,CUST-01746,2025-06-16 09:06:00,email,mobile,True,True,ORD-004925
SES-0007515,CUST-01976,2025-06-07 12:32:00,direct,mobile,False,False,
SES-0007516,CUST-00339,2026-06-11 12:50:00,email,tablet,False,False,
SES-0007517,CUST-01554,2025-06-21 00:12:00,social,desktop,True,False,
SES-0007518,CUST-00381,2026-03-28 16:19:00,paid_search,desktop,False,False,
SES-0007519,CUST-01700,2025-08-03 10:50:00,email,mobile,False,False,
SES-0007520,CUST-00116,2026-06-27 18:04:00,email,tablet,False,False,
SES-0007521,,2026-05-23 02:46:00,direct,desktop,False,False,
SES-0007522,CUST-00037,2026-07-06 15:01:00,organic_search,mobile,False,False,
SES-0007523,CUST-01360,2026-02-08 11:18:00,direct,desktop,True,True,ORD-000895
SES-0007524,CUST-01782,2026-02-22 15:13:00,paid_search,mobile,False,False,
SES-0007525,CUST-01413,2026-04-17 08:20:00,direct,mobile,False,False,
SES-0007526,CUST-01770,2025-06-27 01:50:00,social,desktop,False,False,
SES-0007527,CUST-00387,2026-06-04 07:45:00,affiliate,mobile,False,False,
SES-0007528,,2025-06-21 00:13:00,paid_search,mobile,False,False,
SES-0007529,CUST-01625,2025-09-27 00:09:00,affiliate,mobile,False,False,
SES-0007530,CUST-00839,2025-05-05 09:25:00,direct,desktop,True,True,ORD-001385
SES-0007531,CUST-01582,2026-06-27 17:51:00,direct,mobile,True,True,ORD-001959
SES-0007532,CUST-00631,2026-06-04 08:06:00,paid_search,desktop,False,False,
SES-0007533,CUST-01938,2025-08-21 03:05:00,paid_search,mobile,False,False,
SES-0007534,CUST-00274,2025-12-22 19:00:00,email,mobile,False,False,
SES-0007535,CUST-01470,2025-06-13 04:42:00,social,desktop,True,False,
SES-0007536,CUST-01258,2025-08-28 04:20:00,direct,mobile,False,False,
SES-0007537,,2026-05-18 05:41:00,paid_search,mobile,True,False,
SES-0007538,CUST-01608,2025-06-29 20:12:00,email,tablet,False,False,
SES-0007539,CUST-00340,2025-09-01 03:01:00,paid_search,mobile,True,True,ORD-003073
SES-0007540,CUST-01633,2026-03-22 04:49:00,direct,desktop,False,False,
SES-0007541,CUST-01764,2025-02-14 12:35:00,email,mobile,False,False,
SES-0007542,CUST-00698,2026-03-26 10:42:00,affiliate,mobile,False,False,
SES-0007543,,2025-01-28 02:46:00,organic_search,mobile,False,False,
SES-0007544,,2026-01-28 11:31:00,affiliate,mobile,False,False,
SES-0007545,,2025-05-20 20:49:00,direct,mobile,True,False,
SES-0007546,CUST-00875,2025-03-23 22:03:00,direct,tablet,False,False,
SES-0007547,CUST-00431,2025-02-18 08:30:00,email,mobile,False,False,
SES-0007548,,2025-05-08 02:54:00,direct,mobile,True,False,
SES-0007549,CUST-01931,2026-02-01 15:23:00,email,mobile,False,False,
SES-0007550,CUST-01741,2026-07-18 20:37:00,direct,desktop,True,True,ORD-006531
SES-0007551,CUST-00056,2026-06-10 07:53:00,direct,mobile,False,False,
SES-0007552,CUST-00464,2026-04-07 08:28:00,social,mobile,False,False,
SES-0007553,CUST-01743,2026-05-20 10:55:00,social,mobile,False,False,
SES-0007554,CUST-00717,2025-06-23 04:12:00,organic_search,desktop,False,False,
SES-0007555,,2025-08-14 11:08:00,organic_search,desktop,False,False,
SES-0007556,CUST-00870,2025-05-08 22:07:00,organic_search,mobile,False,False,
SES-0007557,CUST-00049,2026-02-26 06:40:00,social,desktop,False,False,
SES-0007558,CUST-01733,2026-06-23 13:42:00,email,mobile,False,False,
SES-0007559,,2026-06-20 01:04:00,affiliate,tablet,False,False,
SES-0007560,,2025-07-18 17:14:00,social,mobile,True,False,
SES-0007561,CUST-00471,2025-08-12 01:47:00,affiliate,tablet,False,False,
SES-0007562,,2025-10-19 17:01:00,organic_search,mobile,False,False,
SES-0007563,CUST-00676,2026-06-26 17:04:00,direct,mobile,False,False,
SES-0007564,CUST-01277,2026-06-05 01:56:00,organic_search,mobile,False,False,
SES-0007565,CUST-00326,2026-06-24 00:13:00,affiliate,mobile,True,True,ORD-001997
SES-0007566,CUST-01667,2026-02-08 18:24:00,social,desktop,False,False,
SES-0007567,,2025-09-15 04:37:00,organic_search,mobile,False,False,
SES-0007568,CUST-00146,2026-02-02 12:56:00,paid_search,desktop,False,False,
SES-0007569,,2025-01-08 04:48:00,direct,desktop,False,False,
SES-0007570,CUST-01123,2025-05-22 21:42:00,organic_search,desktop,True,True,ORD-006492
SES-0007571,CUST-00515,2025-03-01 21:51:00,direct,desktop,False,False,
SES-0007572,CUST-00339,2026-03-23 01:52:00,email,mobile,False,False,
SES-0007573,,2026-03-08 01:06:00,paid_search,mobile,False,False,
SES-0007574,CUST-00937,2026-03-06 01:08:00,direct,mobile,False,False,
SES-0007575,,2026-02-20 14:40:00,organic_search,desktop,False,False,
SES-0007576,,2025-09-11 03:36:00,organic_search,desktop,False,False,
SES-0007577,CUST-00391,2025-07-26 18:23:00,social,mobile,False,False,
SES-0007578,CUST-01435,2025-09-02 12:32:00,organic_search,mobile,True,True,ORD-004286
SES-0007579,CUST-01423,2025-11-30 13:18:00,direct,mobile,False,False,
SES-0007580,CUST-01166,2025-11-12 04:07:00,affiliate,desktop,True,True,ORD-000505
SES-0007581,,2025-11-03 17:18:00,organic_search,desktop,False,False,
SES-0007582,CUST-00290,2026-06-11 09:00:00,affiliate,mobile,False,False,
SES-0007583,CUST-00311,2025-08-09 05:12:00,paid_search,mobile,True,True,ORD-001215
SES-0007584,,2025-09-06 17:23:00,social,mobile,False,False,
SES-0007585,,2026-05-07 10:14:00,organic_search,desktop,False,False,
SES-0007586,CUST-00090,2026-06-11 02:49:00,paid_search,desktop,False,False,
SES-0007587,CUST-01936,2026-03-18 20:31:00,organic_search,mobile,False,False,
SES-0007588,CUST-01963,2026-02-02 02:59:00,email,mobile,False,False,
SES-0007589,,2026-07-06 01:45:00,paid_search,desktop,False,False,
SES-0007590,CUST-01826,2025-04-15 02:49:00,organic_search,desktop,False,False,
SES-0007591,CUST-00697,2026-03-19 14:07:00,organic_search,mobile,False,False,
SES-0007592,CUST-01238,2025-11-02 11:34:00,direct,mobile,True,False,
SES-0007593,CUST-00555,2026-02-08 05:21:00,social,mobile,False,False,
SES-0007594,CUST-00609,2025-03-03 05:59:00,paid_search,mobile,False,False,
SES-0007595,CUST-01093,2025-12-22 05:13:00,paid_search,mobile,True,False,
SES-0007596,CUST-01063,2026-02-28 18:44:00,social,mobile,True,True,ORD-001532
SES-0007597,CUST-00882,2025-08-18 09:16:00,affiliate,mobile,False,False,
SES-0007598,CUST-00008,2025-02-11 02:09:00,paid_search,mobile,True,True,ORD-003441
SES-0007599,CUST-01325,2025-10-28 12:58:00,organic_search,mobile,True,True,ORD-007577
SES-0007600,,2025-03-30 15:58:00,paid_search,desktop,False,False,
SES-0007601,CUST-01338,2025-11-09 23:49:00,organic_search,mobile,False,False,
SES-0007602,CUST-01805,2025-11-20 19:56:00,paid_search,mobile,False,False,
SES-0007603,CUST-01330,2026-04-20 09:08:00,paid_search,mobile,False,False,
SES-0007604,,2026-04-18 20:54:00,paid_search,mobile,False,False,
SES-0007605,,2025-03-05 18:57:00,paid_search,mobile,False,False,
SES-0007606,,2025-10-24 02:43:00,organic_search,mobile,False,False,
SES-0007607,,2025-12-14 20:28:00,direct,mobile,False,False,
SES-0007608,CUST-00185,2026-05-22 07:49:00,social,mobile,False,False,
SES-0007609,CUST-01906,2026-03-12 05:56:00,organic_search,mobile,False,False,
SES-0007610,CUST-00691,2026-06-30 15:59:00,social,tablet,True,False,
SES-0007611,CUST-00713,2025-03-01 06:05:00,email,desktop,True,True,ORD-000824
SES-0007612,CUST-01703,2026-07-18 03:04:00,social,mobile,True,False,
SES-0007613,CUST-01403,2025-12-31 18:17:00,email,mobile,False,False,
SES-0007614,,2025-10-24 22:59:00,social,mobile,False,False,
SES-0007615,CUST-00706,2025-07-11 17:24:00,affiliate,mobile,False,False,
SES-0007616,CUST-01653,2025-12-19 19:35:00,email,mobile,False,False,
SES-0007617,,2025-11-24 13:46:00,organic_search,desktop,False,False,
SES-0007618,,2025-12-16 17:39:00,direct,desktop,True,False,
SES-0007619,CUST-00310,2026-02-10 14:23:00,organic_search,tablet,False,False,
SES-0007620,CUST-01163,2026-05-05 04:12:00,direct,mobile,False,False,
SES-0007621,CUST-00169,2026-04-03 04:13:00,organic_search,desktop,False,False,
SES-0007622,CUST-00177,2025-08-15 17:26:00,paid_search,desktop,False,False,
SES-0007623,CUST-01539,2025-11-15 16:34:00,paid_search,mobile,False,False,
SES-0007624,CUST-01846,2025-11-19 19:49:00,direct,mobile,False,False,
SES-0007625,,2025-10-16 15:58:00,organic_search,mobile,False,False,
SES-0007626,CUST-01370,2026-01-21 22:17:00,paid_search,mobile,False,False,
SES-0007627,CUST-00132,2026-03-10 02:38:00,affiliate,mobile,False,False,
SES-0007628,CUST-00831,2025-08-27 01:20:00,paid_search,desktop,True,False,
SES-0007629,CUST-01851,2025-04-02 20:21:00,direct,mobile,False,False,
SES-0007630,,2026-06-22 22:31:00,paid_search,mobile,False,False,
SES-0007631,CUST-00807,2026-05-01 20:45:00,social,desktop,False,False,
SES-0007632,CUST-00767,2025-08-30 15:15:00,social,mobile,True,True,ORD-000929
SES-0007633,CUST-00893,2026-07-26 16:02:00,social,mobile,False,False,
SES-0007634,CUST-01669,2025-12-04 15:36:00,email,mobile,False,False,
SES-0007635,CUST-00947,2025-02-26 18:03:00,paid_search,tablet,False,False,
SES-0007636,CUST-01714,2025-11-30 00:58:00,organic_search,mobile,True,False,
SES-0007637,CUST-01468,2025-12-29 02:11:00,organic_search,tablet,False,False,
SES-0007638,,2025-12-22 20:29:00,organic_search,mobile,False,False,
SES-0007639,CUST-00532,2025-07-01 06:24:00,paid_search,mobile,True,True,ORD-005030
SES-0007640,CUST-00457,2025-10-01 06:50:00,organic_search,mobile,True,False,
SES-0007641,CUST-01148,2025-08-12 07:47:00,direct,tablet,False,False,
SES-0007642,CUST-00571,2025-01-26 10:49:00,paid_search,desktop,True,False,
SES-0007643,,2025-11-24 05:55:00,email,mobile,False,False,
SES-0007644,,2025-02-13 06:31:00,organic_search,mobile,False,False,
SES-0007645,CUST-00089,2025-03-08 19:46:00,direct,mobile,False,False,
SES-0007646,,2026-02-26 04:38:00,social,mobile,False,False,
SES-0007647,CUST-01773,2025-04-17 08:33:00,social,mobile,True,True,ORD-005237
SES-0007648,CUST-00539,2025-02-22 01:16:00,organic_search,mobile,True,False,
SES-0007649,CUST-00718,2026-03-09 02:47:00,affiliate,tablet,True,True,ORD-000134
SES-0007650,CUST-01381,2025-04-22 21:27:00,email,desktop,True,True,ORD-002106
SES-0007651,,2025-01-14 20:01:00,affiliate,mobile,False,False,
SES-0007652,CUST-01797,2025-07-18 13:36:00,organic_search,mobile,False,False,
SES-0007653,CUST-01578,2026-03-19 14:46:00,paid_search,mobile,False,False,
SES-0007654,,2025-07-15 02:14:00,organic_search,mobile,False,False,
SES-0007655,,2026-05-20 17:40:00,organic_search,mobile,False,False,
SES-0007656,,2025-07-31 22:51:00,email,mobile,False,False,
SES-0007657,CUST-01406,2026-01-08 23:23:00,organic_search,mobile,True,True,ORD-003628
SES-0007658,,2025-08-28 21:44:00,direct,mobile,False,False,
SES-0007659,,2026-01-13 11:20:00,organic_search,mobile,False,False,
SES-0007660,CUST-01528,2025-03-19 21:51:00,paid_search,mobile,True,True,ORD-004781
SES-0007661,CUST-00414,2025-04-21 16:15:00,email,mobile,True,True,ORD-006816
SES-0007662,,2025-02-18 14:07:00,paid_search,mobile,False,False,
SES-0007663,CUST-01064,2026-01-14 13:47:00,affiliate,desktop,False,False,
SES-0007664,CUST-01342,2026-02-27 10:27:00,organic_search,mobile,False,False,
SES-0007665,CUST-00986,2025-06-29 17:05:00,organic_search,mobile,True,False,
SES-0007666,CUST-01429,2025-04-05 04:18:00,social,mobile,False,False,
SES-0007667,,2026-06-21 12:08:00,direct,mobile,False,False,
SES-0007668,CUST-00771,2026-05-25 22:09:00,email,mobile,False,False,
SES-0007669,CUST-01041,2026-02-13 23:34:00,direct,desktop,True,True,ORD-006317
SES-0007670,CUST-01777,2025-03-23 03:56:00,direct,tablet,False,False,
SES-0007671,,2025-08-25 08:27:00,email,mobile,True,False,
SES-0007672,CUST-00417,2025-11-10 07:20:00,email,mobile,False,False,
SES-0007673,CUST-01127,2025-06-25 17:32:00,affiliate,mobile,False,False,
SES-0007674,,2026-06-04 12:24:00,organic_search,mobile,False,False,
SES-0007675,CUST-01669,2026-05-09 01:36:00,email,mobile,False,False,
SES-0007676,CUST-01973,2025-07-18 15:50:00,organic_search,desktop,False,False,
SES-0007677,,2025-03-20 19:48:00,direct,desktop,False,False,
SES-0007678,CUST-00857,2026-05-01 14:57:00,direct,mobile,False,False,
SES-0007679,CUST-00028,2026-02-03 13:05:00,social,desktop,False,False,
SES-0007680,,2025-04-19 05:13:00,paid_search,mobile,False,False,
SES-0007681,CUST-00922,2025-12-01 21:55:00,organic_search,mobile,True,False,
SES-0007682,CUST-00760,2025-10-01 22:22:00,social,mobile,False,False,
SES-0007683,CUST-01461,2025-04-19 23:32:00,social,tablet,True,True,ORD-001853
SES-0007684,,2025-04-16 02:07:00,email,desktop,True,False,
SES-0007685,CUST-00409,2025-07-04 13:55:00,paid_search,mobile,False,False,
SES-0007686,,2026-05-09 07:57:00,social,mobile,False,False,
SES-0007687,,2026-02-28 05:34:00,organic_search,desktop,False,False,
SES-0007688,,2025-09-22 10:43:00,organic_search,mobile,False,False,
SES-0007689,,2025-07-31 21:26:00,organic_search,mobile,True,False,
SES-0007690,CUST-01338,2026-01-14 11:00:00,paid_search,mobile,False,False,
SES-0007691,,2026-06-05 10:34:00,social,desktop,False,False,
SES-0007692,,2026-01-14 20:23:00,organic_search,mobile,False,False,
SES-0007693,CUST-00560,2025-10-02 19:06:00,organic_search,desktop,False,False,
SES-0007694,CUST-00709,2025-11-06 23:04:00,email,mobile,True,True,ORD-004911
SES-0007695,,2025-12-01 11:14:00,email,mobile,True,False,
SES-0007696,CUST-01112,2026-04-07 13:40:00,direct,mobile,False,False,
SES-0007697,CUST-00920,2026-05-02 09:35:00,organic_search,mobile,False,False,
SES-0007698,,2025-07-06 13:02:00,email,mobile,False,False,
SES-0007699,,2025-09-02 09:01:00,direct,desktop,True,False,
SES-0007700,CUST-00573,2025-12-12 00:10:00,email,desktop,False,False,
SES-0007701,CUST-00267,2025-01-09 19:20:00,direct,desktop,False,False,
SES-0007702,CUST-00063,2026-07-08 07:05:00,organic_search,mobile,True,True,ORD-005269
SES-0007703,CUST-01524,2025-07-27 16:26:00,email,mobile,False,False,
SES-0007704,CUST-00670,2026-03-17 15:25:00,social,desktop,False,False,
SES-0007705,CUST-00522,2026-05-31 18:32:00,direct,mobile,False,False,
SES-0007706,CUST-01181,2026-02-22 04:43:00,social,mobile,True,True,ORD-004176
SES-0007707,,2025-09-15 06:45:00,affiliate,mobile,False,False,
SES-0007708,CUST-01873,2025-04-01 15:21:00,social,mobile,False,False,
SES-0007709,CUST-01876,2025-05-07 15:30:00,organic_search,tablet,True,False,
SES-0007710,,2025-02-11 13:09:00,social,mobile,False,False,
SES-0007711,,2025-09-22 13:17:00,paid_search,mobile,False,False,
SES-0007712,CUST-00007,2025-07-17 12:08:00,organic_search,mobile,False,False,
SES-0007713,,2025-02-26 04:19:00,email,mobile,True,False,
SES-0007714,CUST-01628,2025-05-26 12:08:00,organic_search,desktop,True,False,
SES-0007715,CUST-00768,2026-01-14 17:55:00,email,mobile,True,True,ORD-002934
SES-0007716,,2025-11-21 05:13:00,direct,mobile,False,False,
SES-0007717,CUST-01299,2025-04-18 21:01:00,organic_search,mobile,False,False,
SES-0007718,CUST-00643,2025-12-14 11:06:00,email,mobile,False,False,
SES-0007719,CUST-01786,2025-10-16 23:57:00,direct,mobile,False,False,
SES-0007720,CUST-00363,2025-12-25 16:56:00,paid_search,mobile,False,False,
SES-0007721,CUST-00590,2025-10-11 06:28:00,paid_search,mobile,False,False,
SES-0007722,,2026-02-01 09:07:00,social,mobile,False,False,
SES-0007723,CUST-01157,2025-11-01 23:08:00,direct,mobile,False,False,
SES-0007724,,2025-02-19 04:59:00,affiliate,mobile,False,False,
SES-0007725,,2026-02-02 06:23:00,email,mobile,False,False,
SES-0007726,,2025-09-14 13:35:00,organic_search,mobile,False,False,
SES-0007727,,2025-06-16 14:00:00,organic_search,mobile,False,False,
SES-0007728,CUST-01090,2026-07-01 14:33:00,email,mobile,False,False,
SES-0007729,CUST-00107,2025-05-21 18:07:00,organic_search,mobile,False,False,
SES-0007730,CUST-01645,2025-11-05 21:17:00,organic_search,desktop,False,False,
SES-0007731,,2025-02-18 13:52:00,social,mobile,False,False,
SES-0007732,CUST-00442,2026-01-06 20:20:00,paid_search,desktop,False,False,
SES-0007733,CUST-00281,2025-01-05 12:32:00,direct,mobile,False,False,
SES-0007734,,2026-02-21 22:53:00,organic_search,mobile,False,False,
SES-0007735,CUST-01753,2025-09-18 17:12:00,organic_search,tablet,True,True,ORD-003285
SES-0007736,,2026-03-04 22:04:00,organic_search,mobile,True,False,
SES-0007737,CUST-01088,2026-02-10 19:13:00,paid_search,desktop,False,False,
SES-0007738,CUST-01242,2026-06-03 13:39:00,direct,desktop,False,False,
SES-0007739,CUST-01657,2025-11-13 01:35:00,organic_search,desktop,False,False,
SES-0007740,,2026-04-07 22:15:00,direct,mobile,False,False,
SES-0007741,CUST-00485,2025-04-13 00:43:00,social,mobile,False,False,
SES-0007742,CUST-00219,2025-04-26 00:57:00,paid_search,mobile,False,False,
SES-0007743,,2026-07-07 01:25:00,social,mobile,False,False,
SES-0007744,CUST-00440,2025-01-21 22:56:00,organic_search,desktop,False,False,
SES-0007745,CUST-01838,2025-12-14 03:43:00,social,mobile,False,False,
SES-0007746,CUST-00783,2026-04-14 12:06:00,organic_search,mobile,False,False,
SES-0007747,CUST-01026,2025-07-15 01:47:00,social,mobile,True,True,ORD-004299
SES-0007748,CUST-01903,2025-09-26 05:16:00,email,mobile,False,False,
SES-0007749,CUST-00667,2025-10-06 19:20:00,organic_search,desktop,False,False,
SES-0007750,,2025-12-22 18:45:00,paid_search,mobile,False,False,
SES-0007751,CUST-00703,2026-01-18 09:28:00,paid_search,desktop,False,False,
SES-0007752,CUST-01297,2025-11-06 02:26:00,email,desktop,False,False,
SES-0007753,,2025-02-21 06:28:00,organic_search,mobile,False,False,
SES-0007754,CUST-00217,2026-07-19 14:48:00,social,desktop,False,False,
SES-0007755,,2025-04-20 15:42:00,direct,mobile,False,False,
SES-0007756,CUST-00402,2026-05-16 05:28:00,paid_search,tablet,True,True,ORD-002812
SES-0007757,,2025-01-13 14:50:00,affiliate,desktop,False,False,
SES-0007758,,2025-12-27 14:30:00,direct,mobile,False,False,
SES-0007759,CUST-01126,2026-03-20 22:39:00,email,mobile,False,False,
SES-0007760,,2025-04-30 05:22:00,social,mobile,False,False,
SES-0007761,CUST-00188,2025-08-05 13:56:00,paid_search,desktop,False,False,
SES-0007762,CUST-00762,2025-12-22 03:39:00,social,desktop,True,False,
SES-0007763,,2025-09-23 22:00:00,paid_search,mobile,False,False,
