order_id,customer_id,order_date,order_status,sales_channel,currency,gross_merchandise_amount,discount_amount,subtotal_amount,shipping_amount,tax_amount,order_total_amount
ORD-004463,CUST-00626,2026-01-13,cancelled,mobile_app,INR,21021.879999999997,216.82,20805.059999999998,0,3744.91,24549.97
ORD-004464,CUST-01988,2026-03-01,completed,mobile_app,INR,13293.58,0.0,13293.58,0,2392.84,15686.42
ORD-004465,CUST-01112,2026-05-26,returned,web,INR,11375.4,90.47,11284.93,0,2031.29,13316.22
ORD-004466,CUST-00109,2025-07-11,completed,web,INR,17773.77,2141.66,15632.109999999999,0,2813.78,18445.89
ORD-004467,CUST-01951,2026-06-02,completed,web,INR,52074.899999999994,143.79,51931.11,0,9347.6,61278.71
ORD-004468,CUST-01652,2025-09-29,cancelled,web,INR,10055.85,0.0,10055.85,0,1810.05,11865.9
ORD-004469,CUST-01088,2026-07-27,cancelled,mobile_app,INR,13488.61,1632.79,11855.82,0,2134.05,13989.87
ORD-004470,CUST-01481,2026-06-07,cancelled,mobile_app,INR,15969.98,268.59,15701.39,0,2826.25,18527.64
ORD-004471,CUST-00370,2026-01-06,completed,web,INR,2928.9,0.0,2928.9,0,527.2,3456.1
ORD-004472,CUST-01184,2025-07-04,completed,mobile_app,INR,3038.4300000000003,188.75,2849.6800000000003,0,512.94,3362.62
ORD-004473,CUST-01826,2026-07-23,completed,web,INR,11506.31,37.4,11468.91,0,2064.4,13533.31
ORD-004474,CUST-00878,2026-04-30,returned,web,INR,14682.36,2090.1,12592.26,0,2266.61,14858.87
ORD-004475,CUST-00078,2026-01-25,completed,mobile_app,INR,34361.52,3472.8499999999995,30888.67,0,5559.96,36448.63
ORD-004476,CUST-01515,2025-05-25,completed,web,INR,12726.09,1099.39,11626.699999999999,0,2092.81,13719.51
ORD-004477,CUST-01461,2026-05-18,completed,web,INR,9375.75,762.1300000000001,8613.619999999999,0,1550.45,10164.07
ORD-004478,CUST-01480,2025-08-19,shipped,web,INR,8039.43,0.0,8039.43,0,1447.1,9486.53
ORD-004479,CUST-01297,2026-02-27,completed,web,INR,12607.17,2078.92,10528.25,0,1895.08,12423.33
ORD-004480,CUST-00275,2025-03-19,pending,web,INR,26409.52,2316.54,24092.98,0,4336.74,28429.72
ORD-004481,CUST-00230,2025-06-14,completed,mobile_app,INR,10685.38,225.79000000000002,10459.59,0,1882.73,12342.32
ORD-004482,CUST-01586,2026-01-07,shipped,web,INR,55278.91,6946.610000000001,48332.3,0,8699.81,57032.11
ORD-004483,CUST-01711,2025-12-15,cancelled,mobile_app,INR,20158.84,1336.85,18821.99,0,3387.96,22209.95
ORD-004484,CUST-00158,2026-05-26,completed,mobile_app,INR,6507.0,1301.4,5205.6,0,937.01,6142.61
ORD-004485,CUST-01163,2026-07-03,completed,mobile_app,INR,27516.899999999998,405.13,27111.77,0,4880.12,31991.89
ORD-004486,CUST-01002,2025-11-28,completed,mobile_app,INR,15085.25,2471.5299999999997,12613.720000000001,0,2270.47,14884.19
ORD-004487,CUST-00701,2025-06-15,completed,mobile_app,INR,27007.12,0.0,27007.12,0,4861.28,31868.4
ORD-004488,CUST-01291,2025-07-24,shipped,web,INR,8993.64,899.3599999999999,8094.280000000001,0,1456.97,9551.25
ORD-004489,CUST-01829,2026-07-17,completed,mobile_app,INR,35787.17,5368.08,30419.089999999997,0,5475.44,35894.53
ORD-004490,CUST-01644,2026-01-13,completed,web,INR,3815.34,381.53,3433.81,0,618.09,4051.9
ORD-004491,CUST-00307,2026-05-30,returned,web,INR,5512.05,0.0,5512.05,0,992.17,6504.22
ORD-004492,CUST-00927,2025-06-19,completed,web,INR,4643.42,58.77,4584.65,0,825.24,5409.89
ORD-004493,CUST-01872,2026-07-10,completed,web,INR,23720.81,544.9200000000001,23175.890000000003,0,4171.66,27347.55
ORD-004494,CUST-00474,2025-04-16,returned,mobile_app,INR,5838.32,205.67,5632.65,0,1013.88,6646.53
ORD-004495,CUST-01709,2026-04-12,returned,mobile_app,INR,32381.73,4231.24,28150.489999999998,0,5067.09,33217.58
ORD-004496,CUST-00982,2026-06-27,completed,mobile_app,INR,6939.46,1040.92,5898.54,0,1061.74,6960.28
ORD-004497,CUST-01043,2025-07-08,completed,web,INR,23572.55,2741.97,20830.579999999998,0,3749.5,24580.08
ORD-004498,CUST-00501,2025-06-23,completed,web,INR,48171.06,3360.7200000000003,44810.34,0,8065.86,52876.2
ORD-004499,CUST-01839,2025-12-02,completed,web,INR,9605.66,1440.85,8164.81,0,1469.67,9634.48
ORD-004500,CUST-01058,2026-06-02,shipped,web,INR,12190.33,2438.06,9752.27,0,1755.41,11507.68
ORD-004501,CUST-01150,2026-03-30,completed,web,INR,682.53,0.0,682.53,49,122.86,854.39
ORD-004502,CUST-00926,2026-06-23,completed,mobile_app,INR,20372.1,2037.21,18334.89,0,3300.28,21635.17
ORD-004503,CUST-00179,2026-07-08,completed,mobile_app,INR,5832.52,422.42,5410.1,0,973.82,6383.92
ORD-004504,CUST-01562,2026-04-11,shipped,web,INR,3845.55,769.11,3076.44,0,553.76,3630.2
ORD-004505,CUST-00658,2025-10-12,cancelled,web,INR,2391.47,239.15,2152.32,0,387.42,2539.74
ORD-004506,CUST-00481,2026-05-29,completed,web,INR,10493.55,895.77,9597.779999999999,0,1727.6,11325.38
ORD-004507,CUST-01565,2026-06-06,completed,web,INR,6339.35,0.0,6339.35,0,1141.08,7480.43
ORD-004508,CUST-00400,2026-05-16,completed,web,INR,1626.33,0.0,1626.33,79,292.74,1998.07
ORD-004509,CUST-01366,2025-05-19,completed,web,INR,34899.53,5234.93,29664.6,0,5339.63,35004.23
ORD-004510,CUST-00949,2026-07-15,shipped,mobile_app,INR,29411.07,3787.52,25623.55,0,4612.24,30235.79
ORD-004511,CUST-01600,2025-12-13,returned,web,INR,12061.0,0.0,12061.0,0,2170.98,14231.98
ORD-004512,CUST-00102,2025-04-24,pending,web,INR,211.04,0.0,211.04,79,37.99,328.03
ORD-004513,CUST-01550,2025-02-10,completed,web,INR,16276.21,1941.37,14334.84,0,2580.27,16915.11
ORD-004514,CUST-00459,2026-05-16,returned,web,INR,33361.79,2244.53,31117.260000000002,0,5601.11,36718.37
ORD-004515,CUST-01742,2026-05-23,completed,mobile_app,INR,6936.6,693.66,6242.94,0,1123.73,7366.67
ORD-004516,CUST-00708,2025-09-12,completed,web,INR,14376.810000000001,2627.29,11749.52,0,2114.91,13864.43
ORD-004517,CUST-00014,2026-01-29,completed,mobile_app,INR,5201.68,0.0,5201.68,0,936.3,6137.98
ORD-004518,CUST-00976,2025-06-09,shipped,web,INR,15637.01,157.24,15479.77,0,2786.36,18266.13
ORD-004519,CUST-00110,2025-12-20,cancelled,web,INR,23506.309999999998,706.1700000000001,22800.14,0,4104.03,26904.17
ORD-004520,CUST-00539,2026-05-20,completed,web,INR,6406.25,254.63,6151.62,0,1107.29,7258.91
ORD-004521,CUST-01434,2025-08-23,returned,mobile_app,INR,15426.189999999999,2396.84,13029.35,0,2345.28,15374.63
ORD-004522,CUST-01122,2025-06-10,returned,web,INR,5662.25,1031.59,4630.66,0,833.52,5464.18
ORD-004523,CUST-01418,2025-07-29,returned,mobile_app,INR,20213.32,278.67,19934.649999999998,0,3588.24,23522.89
ORD-004524,CUST-01757,2025-04-27,completed,mobile_app,INR,6807.52,0.0,6807.52,0,1225.35,8032.87
ORD-004525,CUST-00937,2026-06-28,pending,web,INR,11379.5,650.33,10729.17,0,1931.25,12660.42
ORD-004526,CUST-01088,2026-07-24,cancelled,web,INR,28540.4,693.11,27847.29,0,5012.51,32859.8
ORD-004527,CUST-00117,2025-10-08,shipped,mobile_app,INR,11131.07,556.55,10574.52,0,1903.41,12477.93
ORD-004528,CUST-00574,2025-11-23,completed,mobile_app,INR,2069.34,0.0,2069.34,0,372.48,2441.82
ORD-004529,CUST-01449,2026-01-31,cancelled,web,INR,2057.02,102.85,1954.17,79,351.75,2384.92
ORD-004530,CUST-00124,2025-11-10,shipped,mobile_app,INR,41970.29,3374.9,38595.39,0,6947.17,45542.56
ORD-004531,CUST-00719,2025-04-09,completed,web,INR,16669.43,862.12,15807.310000000001,0,2845.32,18652.63
ORD-004532,CUST-00274,2026-07-11,pending,mobile_app,INR,42245.399999999994,1448.75,40796.65000000001,0,7343.4,48140.05
ORD-004533,CUST-01715,2025-09-06,completed,web,INR,15734.28,1311.3,14422.98,0,2596.14,17019.12
ORD-004534,CUST-01123,2025-09-11,completed,web,INR,1280.54,0.0,1280.54,49,230.5,1560.04
ORD-004535,CUST-01289,2025-07-30,completed,web,INR,15035.199999999999,0.0,15035.199999999999,0,2706.34,17741.54
ORD-004536,CUST-01368,2025-08-30,completed,mobile_app,INR,34857.51,5228.63,29628.88,0,5333.2,34962.08
ORD-004537,CUST-00449,2025-06-24,completed,web,INR,6007.12,0.0,6007.12,0,1081.28,7088.4
ORD-004538,CUST-00100,2026-07-31,completed,mobile_app,INR,2949.75,349.57,2600.18,0,468.03,3068.21
ORD-004539,CUST-00796,2025-01-16,completed,web,INR,12287.33,108.31,12179.019999999999,0,2192.22,14371.24
ORD-004540,CUST-00372,2025-11-01,completed,web,INR,29982.56,353.15,29629.410000000003,0,5333.29,34962.7
ORD-004541,CUST-00644,2025-05-19,completed,web,INR,21350.16,847.63,20502.53,0,3690.46,24192.99
ORD-004542,CUST-00639,2026-07-27,shipped,mobile_app,INR,21950.73,1776.16,20174.57,0,3631.42,23805.99
ORD-004543,CUST-01565,2025-10-20,completed,web,INR,16733.87,2000.36,14733.509999999998,0,2652.03,17385.54
ORD-004544,CUST-00640,2026-07-04,completed,mobile_app,INR,11841.27,1933.5,9907.77,0,1783.4,11691.17
ORD-004545,CUST-00303,2026-03-10,completed,mobile_app,INR,12384.12,1411.78,10972.34,0,1975.02,12947.36
ORD-004546,CUST-01917,2025-01-30,completed,mobile_app,INR,495.36,24.77,470.59,79,84.71,634.3
ORD-004547,CUST-00099,2025-09-14,completed,mobile_app,INR,9188.14,623.1600000000001,8564.98,0,1541.7,10106.68
ORD-004548,CUST-00408,2025-04-16,returned,web,INR,11161.189999999999,796.65,10364.54,0,1865.62,12230.16
ORD-004549,CUST-00695,2026-01-27,completed,web,INR,7657.95,0.0,7657.95,0,1378.43,9036.38
ORD-004550,CUST-00126,2026-07-23,completed,web,INR,8951.74,813.3499999999999,8138.389999999999,0,1464.91,9603.3
ORD-004551,CUST-01799,2026-01-26,completed,web,INR,10728.95,354.67,10374.279999999999,0,1867.37,12241.65
ORD-004552,CUST-00707,2026-05-19,completed,mobile_app,INR,900.54,45.03,855.51,99,153.99,1108.5
ORD-004553,CUST-01565,2026-06-12,shipped,web,INR,2216.23,332.43,1883.8,49,339.08,2271.88
ORD-004554,CUST-00269,2025-11-09,pending,web,INR,7976.24,1595.25,6380.99,0,1148.58,7529.57
ORD-004555,CUST-01044,2025-04-17,completed,web,INR,2488.14,124.41,2363.73,0,425.47,2789.2
ORD-004556,CUST-00254,2025-04-03,completed,mobile_app,INR,6569.79,0.0,6569.79,0,1182.56,7752.35
ORD-004557,CUST-00464,2026-04-10,completed,web,INR,14009.19,2127.3,11881.89,0,2138.74,14020.63
ORD-004558,CUST-00815,2026-05-23,completed,mobile_app,INR,13633.939999999999,159.54,13474.4,0,2425.39,15899.79
ORD-004559,CUST-01726,2026-07-04,completed,web,INR,12790.96,1012.42,11778.54,0,2120.14,13898.68
ORD-004560,CUST-00613,2026-04-22,shipped,web,INR,29800.82,519.4,29281.42,0,5270.66,34552.08
ORD-004561,CUST-01510,2026-07-24,completed,mobile_app,INR,1515.24,0.0,1515.24,99,272.74,1886.98
ORD-004562,CUST-00184,2026-07-01,completed,web,INR,13697.36,1059.05,12638.310000000001,0,2274.9,14913.21
ORD-004563,CUST-00504,2026-07-08,cancelled,web,INR,9331.91,0.0,9331.91,0,1679.74,11011.65
ORD-004564,CUST-01209,2026-04-09,completed,mobile_app,INR,46823.52,4361.1,42462.42,0,7643.24,50105.66
ORD-004565,CUST-00937,2025-03-13,completed,web,INR,30918.11,1843.23,29074.88,0,5233.48,34308.36
ORD-004566,CUST-01004,2026-07-04,shipped,web,INR,36369.729999999996,4081.77,32287.96,0,5811.83,38099.79
ORD-004567,CUST-01357,2026-07-01,completed,mobile_app,INR,13397.220000000001,187.61,13209.61,0,2377.73,15587.34
ORD-004568,CUST-00155,2025-07-19,completed,web,INR,8183.2699999999995,152.53,8030.74,0,1445.53,9476.27
ORD-004569,CUST-01391,2026-04-16,shipped,mobile_app,INR,28448.82,3786.62,24662.199999999997,0,4439.2,29101.4
ORD-004570,CUST-01726,2026-03-20,completed,mobile_app,INR,8064.09,103.44,7960.65,0,1432.92,9393.57
ORD-004571,CUST-01533,2026-06-11,returned,web,INR,25840.899999999998,0.0,25840.899999999998,0,4651.36,30492.26
ORD-004572,CUST-00570,2026-04-14,completed,web,INR,13978.58,350.2,13628.380000000001,0,2453.11,16081.49
ORD-004573,CUST-00702,2025-10-02,completed,web,INR,19050.82,610.73,18440.09,0,3319.22,21759.31
ORD-004574,CUST-01923,2026-05-07,shipped,web,INR,6280.92,0.0,6280.92,0,1130.57,7411.49
ORD-004575,CUST-01580,2026-07-08,completed,web,INR,24323.89,549.92,23773.97,0,4279.31,28053.28
ORD-004576,CUST-01864,2025-04-01,shipped,mobile_app,INR,5394.9,1078.98,4315.92,0,776.87,5092.79
ORD-004577,CUST-01827,2025-03-31,completed,mobile_app,INR,26424.370000000003,3230.1000000000004,23194.27,0,4174.97,27369.24
ORD-004578,CUST-00869,2026-07-02,completed,mobile_app,INR,18682.25,3265.73,15416.52,0,2774.97,18191.49
ORD-004579,CUST-00259,2026-03-25,shipped,mobile_app,INR,3526.57,84.82,3441.75,0,619.52,4061.27
ORD-004580,CUST-00458,2026-01-27,completed,web,INR,11129.69,556.8000000000001,10572.890000000001,0,1903.12,12476.01
ORD-004581,CUST-00589,2026-05-01,completed,web,INR,15259.01,1286.92,13972.09,0,2514.98,16487.07
ORD-004582,CUST-01670,2026-07-22,completed,web,INR,8479.9,1054.6,7425.3,0,1336.55,8761.85
ORD-004583,CUST-00553,2026-06-17,cancelled,web,INR,23178.68,451.7,22726.98,0,4090.86,26817.84
ORD-004584,CUST-00723,2026-07-18,pending,mobile_app,INR,27624.36,477.43,27146.93,0,4886.45,32033.38
ORD-004585,CUST-01703,2025-11-01,completed,mobile_app,INR,26926.66,73.83,26852.83,0,4833.51,31686.34
ORD-004586,CUST-00328,2025-11-03,completed,mobile_app,INR,1269.27,0.0,1269.27,49,228.47,1546.74
ORD-004587,CUST-01328,2026-02-23,completed,web,INR,25342.74,0.0,25342.74,0,4561.69,29904.43
ORD-004588,CUST-01104,2025-01-21,completed,web,INR,13720.16,2029.83,11690.33,0,2104.26,13794.59
ORD-004589,CUST-01969,2026-05-18,completed,web,INR,12353.52,118.92,12234.6,0,2202.23,14436.83
ORD-004590,CUST-00979,2025-02-02,cancelled,web,INR,8004.36,1200.65,6803.71,0,1224.67,8028.38
ORD-004591,CUST-01043,2026-06-07,completed,web,INR,15746.53,2002.56,13743.97,0,2473.91,16217.88
ORD-004592,CUST-01701,2026-01-28,completed,mobile_app,INR,13120.0,0.0,13120.0,0,2361.6,15481.6
ORD-004593,CUST-01984,2026-01-22,completed,web,INR,34225.19,635.23,33589.96,0,6046.19,39636.15
ORD-004594,CUST-01459,2025-10-28,completed,mobile_app,INR,3288.29,328.83000000000004,2959.46,0,532.7,3492.16
ORD-004595,CUST-01397,2025-09-15,completed,mobile_app,INR,5674.25,0.0,5674.25,0,1021.36,6695.61
ORD-004596,CUST-01753,2026-05-24,completed,web,INR,49014.369999999995,1069.82,47944.55,0,8630.02,56574.57
ORD-004597,CUST-01960,2025-04-24,completed,web,INR,22652.84,570.72,22082.120000000003,0,3974.78,26056.9
ORD-004598,CUST-01470,2025-12-17,shipped,mobile_app,INR,31170.059999999998,3322.33,27847.73,0,5012.59,32860.32
ORD-004599,CUST-00585,2025-03-01,completed,mobile_app,INR,18607.11,620.51,17986.6,0,3237.59,21224.19
ORD-004600,CUST-01285,2025-04-02,completed,web,INR,5442.64,257.73,5184.91,0,933.28,6118.19
ORD-004601,CUST-00473,2026-07-21,returned,mobile_app,INR,11385.259999999998,907.76,10477.5,0,1885.95,12363.45
ORD-004602,CUST-01001,2026-04-11,completed,web,INR,12045.3,1805.8,10239.5,0,1843.11,12082.61
ORD-004603,CUST-00889,2025-03-12,completed,web,INR,16650.62,0.0,16650.62,0,2997.11,19647.73
ORD-004604,CUST-01976,2026-02-08,cancelled,web,INR,16307.419999999998,1178.79,15128.63,0,2723.15,17851.78
ORD-004605,CUST-01109,2026-06-17,completed,web,INR,7667.02,1001.03,6665.99,0,1199.88,7865.87
ORD-004606,CUST-01919,2025-12-31,completed,web,INR,14405.5,0.0,14405.5,0,2592.99,16998.49
ORD-004607,CUST-01617,2026-06-25,cancelled,mobile_app,INR,21766.98,776.88,20990.1,0,3778.22,24768.32
ORD-004608,CUST-01698,2026-01-30,completed,web,INR,22214.94,402.15,21812.79,0,3926.3,25739.09
ORD-004609,CUST-00339,2025-05-23,returned,web,INR,30481.020000000004,1315.1100000000001,29165.910000000003,0,5249.86,34415.77
ORD-004610,CUST-01551,2025-05-17,completed,mobile_app,INR,3399.0600000000004,109.38,3289.6800000000003,0,592.14,3881.82
ORD-004611,CUST-00503,2026-07-04,completed,web,INR,3093.8,618.76,2475.04,0,445.51,2920.55
ORD-004612,CUST-01156,2026-03-10,completed,web,INR,14187.470000000001,1698.1599999999999,12489.31,0,2248.08,14737.39
ORD-004613,CUST-00973,2026-02-20,completed,web,INR,9354.6,467.73,8886.87,0,1599.64,10486.51
ORD-004614,CUST-00520,2026-01-29,completed,web,INR,8714.14,484.8,8229.34,0,1481.28,9710.62
ORD-004615,CUST-01970,2025-08-19,completed,web,INR,33017.09,273.12,32743.97,0,5893.91,38637.88
ORD-004616,CUST-01751,2026-06-01,completed,mobile_app,INR,28775.46,5552.91,23222.550000000003,0,4180.06,27402.61
ORD-004617,CUST-01149,2026-06-13,completed,mobile_app,INR,13718.699999999999,1663.61,12055.09,0,2169.92,14225.01
ORD-004618,CUST-00022,2026-01-16,completed,web,INR,15936.58,796.8299999999999,15139.75,0,2725.16,17864.91
ORD-004619,CUST-00367,2026-02-01,completed,web,INR,23732.78,1401.2,22331.58,0,4019.68,26351.26
ORD-004620,CUST-00455,2025-08-25,completed,mobile_app,INR,21315.65,2012.09,19303.56,0,3474.64,22778.2
ORD-004621,CUST-01944,2025-06-16,completed,web,INR,2442.22,244.22,2198.0,0,395.64,2593.64
ORD-004622,CUST-00808,2025-06-25,cancelled,web,INR,25077.43,0.0,25077.43,0,4513.94,29591.37
ORD-004623,CUST-00094,2025-12-12,completed,web,INR,22812.97,3507.8999999999996,19305.07,0,3474.91,22779.98
ORD-004624,CUST-01173,2026-03-31,completed,mobile_app,INR,2081.16,208.12,1873.04,99,337.15,2309.19
ORD-004625,CUST-01901,2026-06-03,returned,mobile_app,INR,34954.97,172.81,34782.16,0,6260.79,41042.95
ORD-004626,CUST-01122,2025-10-29,returned,web,INR,2107.53,0.0,2107.53,0,379.36,2486.89
ORD-004627,CUST-00889,2025-07-30,completed,web,INR,2351.24,117.56,2233.68,0,402.06,2635.74
ORD-004628,CUST-00352,2025-08-24,completed,mobile_app,INR,1105.93,165.89,940.04,99,169.21,1208.25
ORD-004629,CUST-01758,2026-04-25,cancelled,web,INR,3070.62,48.13,3022.49,0,544.05,3566.54
ORD-004630,CUST-00210,2026-03-11,completed,web,INR,32489.300000000003,0.0,32489.300000000003,0,5848.07,38337.37
ORD-004631,CUST-01868,2026-03-21,completed,mobile_app,INR,34992.88,0.0,34992.88,0,6298.72,41291.6
ORD-004632,CUST-00445,2026-04-23,completed,web,INR,27217.7,2457.8,24759.9,0,4456.78,29216.68
ORD-004633,CUST-00277,2025-12-14,completed,web,INR,27925.86,4674.36,23251.5,0,4185.27,27436.77
ORD-004634,CUST-00698,2026-01-07,cancelled,mobile_app,INR,45575.04,2164.89,43410.149999999994,0,7813.83,51223.98
ORD-004635,CUST-00010,2026-02-28,completed,mobile_app,INR,9434.74,890.6700000000001,8544.07,0,1537.93,10082.0
ORD-004636,CUST-00029,2025-09-29,completed,web,INR,9237.48,923.75,8313.73,0,1496.47,9810.2
ORD-004637,CUST-00373,2025-02-24,completed,web,INR,21648.140000000003,158.2,21489.940000000002,0,3868.19,25358.13
ORD-004638,CUST-01385,2026-03-31,completed,web,INR,6357.82,121.4,6236.42,0,1122.56,7358.98
ORD-004639,CUST-01629,2025-09-20,shipped,web,INR,18819.499999999996,1476.48,17343.02,0,3121.74,20464.76
ORD-004640,CUST-00496,2025-07-23,returned,web,INR,13381.400000000001,885.5300000000001,12495.869999999999,0,2249.26,14745.13
ORD-004641,CUST-01290,2025-09-11,completed,web,INR,12185.47,945.5500000000001,11239.92,0,2023.19,13263.11
ORD-004642,CUST-00703,2026-06-19,cancelled,web,INR,18686.43,1952.69,16733.739999999998,0,3012.07,19745.81
ORD-004643,CUST-00866,2026-05-14,completed,web,INR,6262.0,939.3,5322.7,0,958.09,6280.79
ORD-004644,CUST-00670,2025-06-08,completed,web,INR,18687.27,0.0,18687.27,0,3363.71,22050.98
ORD-004645,CUST-01783,2025-12-17,completed,web,INR,37286.479999999996,634.85,36651.63,0,6597.29,43248.92
ORD-004646,CUST-01024,2026-05-13,completed,web,INR,56228.66,5449.4400000000005,50779.22,0,9140.26,59919.48
ORD-004647,CUST-01013,2025-07-08,completed,mobile_app,INR,22051.18,624.34,21426.84,0,3856.83,25283.67
ORD-004648,CUST-01720,2025-09-21,cancelled,web,INR,6776.55,315.69,6460.860000000001,0,1162.95,7623.81
ORD-004649,CUST-01315,2026-05-08,completed,mobile_app,INR,16250.52,3062.64,13187.88,0,2373.82,15561.7
ORD-004650,CUST-00299,2026-07-17,completed,web,INR,21976.84,2197.69,19779.15,0,3560.25,23339.4
ORD-004651,CUST-00378,2026-07-14,returned,mobile_app,INR,8819.24,1588.15,7231.09,0,1301.6,8532.69
ORD-004652,CUST-00682,2026-05-18,cancelled,web,INR,24110.879999999997,400.09,23710.79,0,4267.94,27978.73
ORD-004653,CUST-00196,2025-07-01,completed,mobile_app,INR,9033.54,0.0,9033.54,0,1626.04,10659.58
ORD-004654,CUST-01385,2026-07-30,completed,mobile_app,INR,4861.29,678.44,4182.85,0,752.91,4935.76
ORD-004655,CUST-00991,2025-06-08,cancelled,web,INR,26574.600000000002,2055.16,24519.44,0,4413.5,28932.94
ORD-004656,CUST-00089,2026-06-23,completed,mobile_app,INR,5168.96,775.34,4393.62,0,790.85,5184.47
ORD-004657,CUST-00801,2025-02-28,completed,mobile_app,INR,50303.9,54.13,50249.77,0,9044.96,59294.73
ORD-004658,CUST-01660,2025-06-29,completed,mobile_app,INR,19839.370000000003,2975.91,16863.46,0,3035.42,19898.88
ORD-004659,CUST-01815,2026-06-15,completed,web,INR,2620.06,131.0,2489.06,0,448.03,2937.09
ORD-004660,CUST-01924,2026-07-14,completed,web,INR,17511.21,0.0,17511.21,0,3152.02,20663.23
ORD-004661,CUST-01846,2025-11-08,cancelled,mobile_app,INR,20425.21,500.32,19924.89,0,3586.48,23511.37
ORD-004662,CUST-01216,2025-09-07,completed,web,INR,8584.12,1287.62,7296.5,0,1313.37,8609.87
ORD-004663,CUST-01855,2026-05-02,pending,web,INR,40089.7,4601.83,35487.87,0,6387.82,41875.69
ORD-004664,CUST-01914,2026-04-12,completed,web,INR,9928.7,1338.04,8590.66,0,1546.32,10136.98
ORD-004665,CUST-01271,2026-01-29,completed,web,INR,3548.22,0.0,3548.22,0,638.68,4186.9
ORD-004666,CUST-00827,2026-02-06,completed,mobile_app,INR,23306.11,1952.23,21353.88,0,3843.7,25197.58
ORD-004667,CUST-01933,2026-02-25,completed,mobile_app,INR,11363.54,0.0,11363.54,0,2045.44,13408.98
ORD-004668,CUST-00831,2025-06-13,completed,mobile_app,INR,21899.02,2412.36,19486.66,0,3507.6,22994.26
ORD-004669,CUST-00333,2025-11-23,shipped,mobile_app,INR,25618.630000000005,876.68,24741.95,0,4453.55,29195.5
ORD-004670,CUST-00213,2026-01-17,completed,mobile_app,INR,24122.46,247.21,23875.25,0,4297.54,28172.79
ORD-004671,CUST-01135,2025-10-25,completed,mobile_app,INR,24293.559999999998,328.23,23965.329999999998,0,4313.76,28279.09
ORD-004672,CUST-00071,2026-07-22,completed,web,INR,16815.32,957.18,15858.14,0,2854.47,18712.61
ORD-004673,CUST-00238,2025-02-20,completed,mobile_app,INR,30917.45,2890.68,28026.77,0,5044.82,33071.59
ORD-004674,CUST-00490,2025-10-25,completed,mobile_app,INR,15321.76,0.0,15321.76,0,2757.92,18079.68
ORD-004675,CUST-01060,2025-12-24,completed,mobile_app,INR,3860.46,0.0,3860.46,0,694.88,4555.34
ORD-004676,CUST-00957,2025-11-27,completed,mobile_app,INR,17043.66,1712.85,15330.810000000001,0,2759.55,18090.36
ORD-004677,CUST-01023,2026-04-24,cancelled,web,INR,3701.79,370.18,3331.61,0,599.69,3931.3
ORD-004678,CUST-01016,2026-03-09,cancelled,web,INR,12492.08,1482.21,11009.869999999999,0,1981.78,12991.65
ORD-004679,CUST-01989,2026-06-04,completed,mobile_app,INR,10352.61,0.0,10352.61,0,1863.47,12216.08
ORD-004680,CUST-00436,2025-11-14,completed,mobile_app,INR,19667.59,1307.32,18360.27,0,3304.85,21665.12
ORD-004681,CUST-00949,2026-07-10,completed,web,INR,46673.39,971.63,45701.759999999995,0,8226.32,53928.08
ORD-004682,CUST-01226,2026-07-04,completed,web,INR,26056.04,692.02,25364.02,0,4565.52,29929.54
ORD-004683,CUST-00548,2025-09-29,cancelled,web,INR,20799.88,144.79,20655.09,0,3717.92,24373.01
ORD-004684,CUST-00363,2025-02-12,completed,web,INR,15182.5,0.0,15182.5,0,2732.85,17915.35
ORD-004685,CUST-00094,2026-07-19,cancelled,web,INR,9123.26,1338.8600000000001,7784.4,0,1401.19,9185.59
ORD-004686,CUST-00653,2026-03-21,completed,web,INR,22156.67,2215.6699999999996,19941.0,0,3589.38,23530.38
ORD-004687,CUST-00509,2025-11-12,pending,web,INR,13746.380000000001,687.3199999999999,13059.06,0,2350.63,15409.69
ORD-004688,CUST-00392,2026-01-28,shipped,web,INR,7469.54,118.04,7351.5,0,1323.27,8674.77
ORD-004689,CUST-00543,2025-04-06,shipped,mobile_app,INR,17309.64,865.48,16444.16,0,2959.95,19404.11
ORD-004690,CUST-01394,2026-07-29,returned,web,INR,20153.4,1925.45,18227.949999999997,0,3281.03,21508.98
ORD-004691,CUST-01656,2025-10-26,completed,mobile_app,INR,1547.02,0.0,1547.02,49,278.46,1874.48
ORD-004692,CUST-01034,2025-10-26,completed,web,INR,6674.27,314.56,6359.71,0,1144.75,7504.46
ORD-004693,CUST-00134,2026-07-15,completed,web,INR,24155.59,2300.08,21855.51,0,3933.99,25789.5
ORD-004694,CUST-01473,2025-04-18,cancelled,web,INR,13144.59,1104.76,12039.83,0,2167.17,14207.0
ORD-004695,CUST-00304,2026-06-05,cancelled,web,INR,8011.74,0.0,8011.74,0,1442.11,9453.85
ORD-004696,CUST-00115,2025-06-02,completed,web,INR,6848.99,530.37,6318.620000000001,0,1137.35,7455.97
ORD-004697,CUST-01137,2026-03-04,shipped,web,INR,28580.29,4229.77,24350.52,0,4383.09,28733.61
ORD-004698,CUST-00851,2026-07-18,completed,web,INR,31396.93,0.0,31396.93,0,5651.45,37048.38
ORD-004699,CUST-00624,2025-10-08,completed,mobile_app,INR,7374.01,276.82,7097.1900000000005,0,1277.49,8374.68
ORD-004700,CUST-01934,2026-07-18,completed,web,INR,19088.9,0.0,19088.9,0,3436.0,22524.9
